id,brand_name,target_category,target_age,target_gender,target_location,Influencer_name,Handle,Followers,Posts,Likes,Category,Sentiment,audience_location,audience_age,audience_gender,Platform,Engagement_rate
584,Brand17,Smartphones,18-30,All,Punjab,Isabella Moore,@emma.t,706176,928,27676,Smartphones,Positive,Punjab,18-30,Female,Facebook,4.899792538
585,Brand45,Fitness Equipment,40-50,Male,Haryana,Olivia Clark,@olivia.c,168660,780,26275,Fitness Equipment,Positive,Haryana,40-50,All,Facebook,4.893750817
586,Brand53,Gaming Products,25-34,Male,Bihar,Isabella Moore,@mia.lee,210423,76,15732,Gaming Products,Positive,Bihar,25-34,All,TikTok,4.893750817
587,Brand57,Fashion Accessories,18-25,Male,Delhi,Jane Doe,@john.smith,463960,150,27188,Fashion Accessories,Negative,Delhi,18-25,All,YouTube,4.888916742
588,Brand16,Travel Services,40-50,Male,Maharashtra,Noah Davis,@jane.doe,602041,188,11426,Travel Services,Positive,Maharashtra,40-50,Female,Facebook,4.888916742
589,Brand95,Gaming Products,15-24,All,Madhya Pradesh,John Smith,@mia.lee,560212,232,18632,Gaming Products,Positive,Madhya Pradesh,15-24,Male,Instagram,4.888527526
590,Brand44,Cosmetics,All,Male,Punjab,Liam Brown,@emma.t,712256,321,29296,Cosmetics,Positive,Punjab,All,All,Facebook,4.888527526
591,Brand5,Fitness Equipment,25-40,Male,Delhi,John Smith,@mason.w,837834,864,27758,Fitness Equipment,Neutral,Delhi,25-40,Female,Twitter,4.883119092
592,Brand86,Food Products,30-45,Female,West Bengal,Liam Brown,@isabella.m,584402,830,20179,Food Products,Positive,West Bengal,30-45,Male,Facebook,4.883119092
593,Brand11,Cosmetics,18-30,All,Rajasthan,Jane Doe,@mia.lee,125835,853,34363,Cosmetics,Neutral,Rajasthan,18-30,All,YouTube,4.882515583
594,Brand70,Gaming Products,30-45,Female,Maharashtra,Olivia Clark,@mason.w,309053,576,11176,Gaming Products,Positive,Maharashtra,30-45,Male,Twitter,4.882515583
595,Brand2,Clothing,18-28,Female,Tamil Nadu,Mason White,@mia.lee,873018,674,5386,Clothing,Positive,Tamil Nadu,18-28,Male,Facebook,4.881527327
596,Brand8,Travel Services,18-30,All,Tamil Nadu,Mason White,@olivia.c,628311,264,49297,Travel Services,Positive,Tamil Nadu,18-30,All,Facebook,4.881527327
597,Brand80,Pet Supplies,30-45,Female,Madhya Pradesh,John Smith,@sophia.w,261141,552,10765,Pet Supplies,Positive,Madhya Pradesh,30-45,Male,Instagram,4.873640025
598,Brand29,Eco-friendly Goods,18-25,All,Goa,Emma Taylor,@john.smith,822197,573,41596,Eco-friendly Goods,Negative,Goa,18-25,Male,Instagram,4.873640025
599,Brand7,Gaming Products,25-40,All,Rajasthan,Olivia Clark,@mason.w,783527,359,7200,Gaming Products,Positive,Rajasthan,25-40,Female,Instagram,4.857835221
600,Brand89,Fitness Equipment,22-40,All,Tamil Nadu,Isabella Moore,@isabella.m,370575,570,28219,Fitness Equipment,Negative,Tamil Nadu,22-40,All,TikTok,4.857835221
601,Brand122,Art Supplies,22-40,Female,Rajasthan,Amelia Taylor,Zoe Williams@abc,750376,976,28785,Food Products,Negative,Karnataka,18-25,All,Tiktok,4.85625096
602,Brand145,Nutrition Products,18-30,Male,Punjab,Zoe Williams,Liam Harris@abc,254997,241,28180,Travel Services,Negative,Kerala,18-30,Male,Tiktok,4.85625096
603,Brand122,Nutrition Products,40-50,Female,Kerala,Ava Wilson,Sujeet@r,113855,190,28180,Gadgets,Neutral,Karnataka,22-40,Female,Instagram,4.85476407
604,Brand115,Cosmetics,All,All,Haryana,Zoe Williams,Akshay@kumar,856447,762,42833,Art Supplies,Positive,Maharashtra,All,Male,Youtube,4.85476407
605,Brand126,Smartphones,15-24,All,Kerala,Jackson Lee,Oliver Thompson@abc,757739,193,8042,Travel Services,Negative,Karnataka,22-40,All,Tiktok,4.847035626
606,Brand111,Travel Services,15-24,Female,Delhi,Rohit,Isabella Anderson@abc,682670,394,40347,Art Supplies,Neutral,Madhya Pradesh,All,Male,Tiktok,4.847035626
607,Brand126,Art Supplies,All,Female,Uttar Pradesh,Mia Johnson,Rahul@cdf,341829,190,24651,Smartphones,Positive,Karnataka,22-40,All,Facebook,4.799362115
608,Brand135,Travel Services,18-28,All,Karnataka,Ashwin,Vicky@kaushal,341829,962,25661,Travel Services,Negative,Delhi,25-40,All,Youtube,4.799362115
609,Brand133,Nutrition Products,18-30,All,Kerala,Vicky,Faisal@dscdf,258700,412,6893,Food Products,Neutral,Haryana,18-30,Male,Youtube,4.774864285
610,Brand117,Home Appliances,All,Female,Uttar Pradesh,Salman Khan,Sophia Rodriguez@abc,338878,143,28785,Gaming Products,Neutral,Tamil Nadu,15-24,Male,Youtube,4.774864285
611,Brand137,Nutrition Products,All,Female,Madhya Pradesh,Oliver Thompson,Amelia Taylor@abc,324945,143,20008,Pet Supplies,Neutral,Punjab,All,Male,Twitter,4.734759296
612,Brand133,Smartphones,18-30,All,Maharashtra,Sanjay DuttAiden Smith,Ankit@jk,340770,241,27084,Art Supplies,Neutral,Delhi,18-30,Female,Twitter,4.734759296
613,Brand125,Gadgets,15-24,Female,Karnataka,Ava Wilson,Saurav@jn,302086,301,8042,Smartphones,Neutral,Rajasthan,15-24,All,Twitter,4.725381507
614,Brand124,Cosmetics,All,Male,Delhi,Lucas Brown,Lucas Brown@abc,997417,944,37363,Art Supplies,Negative,Madhya Pradesh,18-30,Female,Youtube,4.725381507
615,Brand109,Cosmetics,25-40,Male,Madhya Pradesh,Isabella Anderson,Sujeet@r,169890,205,24651,Cosmetics,Negative,Madhya Pradesh,18-30,All,Youtube,4.715649178
616,Brand131,Gadgets,All,Male,Haryana,Vicky,Liam Harris@abc,767339,976,6903,Travel Services,Positive,Maharashtra,40-50,Male,Facebook,4.715649178
617,Brand111,Cosmetics,15-24,Female,Gujarat,Rohit,Faisal@dscdf,366076,999,46587,Smartphones,Negative,Maharashtra,18-30,All,Facebook,4.707229073
618,Brand147,Pet Supplies,25-40,Male,Madhya Pradesh,Amelia Taylor,Zoe Williams@abc,885659,127,8042,Fashion Accessories,Negative,Maharashtra,22-40,Male,Tiktok,4.707229073
619,Brand109,Fashion Accessories,15-24,Female,Madhya Pradesh,Noah Martinez,Mia Johnson@abc,767339,978,7083,Cosmetics,Neutral,Maharashtra,15-24,All,Tiktok,4.693424331
620,Brand142,Eco-friendly Goods,15-24,Female,Punjab,Vicky,Zoe Williams@abc,980666,241,20008,Travel Services,Negative,Karnataka,All,Male,Youtube,4.693424331
621,Brand106,Cosmetics,18-28,Female,Maharashtra,Liam Harris,Saurav@jn,426339,114,29251,Gaming Products,Negative,Goa,30-45,All,Twitter,4.681017333
622,Brand131,Nutrition Products,25-40,All,Madhya Pradesh,Ashwin,Zoe Williams@abc,426339,301,27084,Gaming Products,Neutral,Madhya Pradesh,15-24,Female,Tiktok,4.681017333
623,Brand122,Gadgets,30-45,Female,Kerala,Faisal,Jackson Lee@abc,682670,609,13377,Nutrition Products,Positive,Madhya Pradesh,30-45,All,Tiktok,4.663550867
624,Brand122,Fashion Accessories,30-45,Female,Maharashtra,Rohit,Amelia Taylor@abc,495171,999,32011,Food Products,Neutral,Kerala,15-24,All,Facebook,4.663550867
625,Brand118,Cosmetics,18-28,Male,Karnataka,Isabella Anderson,Gaurav@jn,842653,390,12931,Nutrition Products,Negative,Delhi,40-50,Male,Instagram,4.644125966
626,Brand140,Smartphones,40-50,All,Karnataka,Ashwin,Ethan Jones@abc,338878,143,29251,Eco-friendly Goods,Neutral,Kerala,18-28,Female,Facebook,4.644125966
627,Brand128,Travel Services,22-40,Male,Kerala,Ankit,Ankit@jk,709166,832,24228,Gadgets,Positive,Punjab,40-50,Female,Youtube,4.627318581
628,Brand131,Gadgets,15-24,Male,Madhya Pradesh,Elijah White,Mia Johnson@abc,733223,394,21697,Cosmetics,Negative,Uttar Pradesh,22-40,Female,Tiktok,4.627318581
629,Brand113,Smartphones,18-30,All,Karnataka,Rohit,Amitabh@abc,487464,961,29874,Cosmetics,Negative,Madhya Pradesh,18-30,All,Tiktok,4.627165321
630,Brand120,Gaming Products,15-24,Female,Madhya Pradesh,Faisal,Oliver Thompson@abc,340770,922,6893,Fashion Accessories,Negative,Tamil Nadu,15-24,Female,Facebook,4.627165321
631,Brand104,Cosmetics,18-25,Female,Maharashtra,Zoe Williams,Ava Wilson@abc,340770,114,6893,Travel Services,Negative,Maharashtra,All,All,Twitter,4.625120187
632,Brand128,Travel Services,18-25,Female,Karnataka,Sujeet,Jackson Lee@abc,495171,757,29251,Fashion Accessories,Neutral,Rajasthan,15-24,Female,Youtube,4.625120187
633,Brand136,Home Appliances,22-40,All,Karnataka,Emma Garcia,Ankit@jk,757739,60,7083,Food Products,Neutral,Gujarat,30-45,All,Tiktok,4.622836537
634,Brand117,Pet Supplies,40-50,Male,Karnataka,Lucas Brown,Isabella Anderson@abc,750376,978,39221,Home Appliances,Neutral,Karnataka,40-50,Female,Youtube,4.622836537
635,Brand114,Eco-friendly Goods,40-50,Female,West Bengal,Elijah White,Liam Harris@abc,324945,245,30531,Art Supplies,Negative,Haryana,18-25,Male,Tiktok,4.611171348
636,Brand138,Home Appliances,15-24,All,Karnataka,Akshay,Oliver Thompson@abc,114466,174,32011,Art Supplies,Neutral,Karnataka,18-25,All,Youtube,4.611171348
637,Brand136,Fashion Accessories,18-30,Male,Kerala,Amitabh,Saurav@jn,997417,51,29874,Food Products,Neutral,Punjab,15-24,All,Twitter,4.590940509
638,Brand106,Books,40-50,All,Kerala,Amelia Taylor,Sophia Rodriguez@abc,741445,301,6903,Food Products,Neutral,Delhi,All,All,Tiktok,4.590940509
639,Brand145,Smartphones,22-40,Female,Karnataka,Sophia Rodriguez,Elijah White@abc,981916,944,34550,Fashion Accessories,Neutral,Kerala,22-40,All,Youtube,4.589914805
640,Brand140,Cosmetics,18-30,Male,Madhya Pradesh,Rahul,Gagan@fef,338287,193,49145,Art Supplies,Neutral,Punjab,All,Male,Twitter,4.589914805
641,Brand122,Pet Supplies,25-40,Male,Haryana,Ashwin,Saurav@jn,183216,973,26257,Smartphones,Neutral,Uttar Pradesh,18-28,All,Instagram,4.569094426
642,Brand140,Home Appliances,15-24,All,Madhya Pradesh,Isabella Anderson,Rohit@abc,997417,545,7083,Cosmetics,Neutral,Tamil Nadu,15-24,Female,Instagram,4.569094426
643,Brand137,Smartphones,15-24,Male,Karnataka,Gagan,Elijah White@abc,440405,241,12690,Smartphones,Negative,Tamil Nadu,18-30,All,Instagram,4.516359193
644,Brand126,Gaming Products,25-40,All,Maharashtra,Salman Khan,Rahul@cdf,340770,544,13377,Smartphones,Neutral,Uttar Pradesh,All,Female,Tiktok,4.516359193
645,Brand126,Smartphones,18-25,Female,Madhya Pradesh,Sanjay DuttAiden Smith,Amitabh@abc,757739,60,41717,Smartphones,Neutral,Maharashtra,40-50,Female,Instagram,4.466816514
646,Brand107,Fashion Accessories,22-40,Male,Goa,Mia Johnson,Ankit@jk,324945,127,25661,Gadgets,Negative,Goa,15-24,Female,Facebook,4.466816514
647,Brand117,Nutrition Products,40-50,Female,Punjab,Emma Garcia,Sarukh khan@abc,784742,412,29874,Nutrition Products,Neutral,Tamil Nadu,22-40,Male,Twitter,4.414602968
648,Brand125,Nutrition Products,All,Female,Kerala,Ashwin,Jackson Lee@abc,733223,143,34550,Nutrition Products,Neutral,Haryana,18-30,Female,Twitter,4.414602968
649,Brand131,Food Products,All,Female,Kerala,Sanjay DuttAiden Smith,Noah Martinez@abc,338287,999,42198,Smartphones,Neutral,Madhya Pradesh,All,All,Twitter,4.385927954
650,Brand131,Cosmetics,22-40,All,Tamil Nadu,Sanjay DuttAiden Smith,Rahul@cdf,981575,229,40347,Gadgets,Positive,Delhi,22-40,All,Twitter,4.385927954
651,Brand115,Nutrition Products,All,Female,Karnataka,Amelia Taylor,Sarukh khan@abc,360266,127,39221,Nutrition Products,Negative,Gujarat,40-50,Female,Tiktok,4.384196099
652,Brand143,Nutrition Products,40-50,Male,Kerala,Emma Garcia,Gaurav@jn,264487,241,42833,Cosmetics,Negative,Haryana,22-40,Female,Instagram,4.384196099
653,Brand133,Art Supplies,18-28,All,Madhya Pradesh,Faisal,Zoe Williams@abc,230748,847,26257,Fashion Accessories,Negative,Madhya Pradesh,18-30,Female,Youtube,4.372617865
654,Brand122,Books,15-24,Male,Kerala,Isabella Anderson,Salman Khan@abc,204024,205,27084,Smartphones,Negative,Karnataka,18-25,Female,Instagram,4.372617865
655,Brand107,Cosmetics,All,Male,Karnataka,Amitabh,Mia Johnson@abc,487464,301,12822,Clothing,Positive,Madhya Pradesh,18-30,All,Instagram,4.370943627
656,Brand144,Home Appliances,30-45,All,Delhi,Ankit,Oliver Thompson@abc,842653,757,28785,Art Supplies,Neutral,Kerala,15-24,Female,Facebook,4.370943627
657,Brand128,Nutrition Products,All,All,Punjab,Jackson Lee,Salman Khan@abc,757739,174,31587,Cosmetics,Neutral,Delhi,30-45,Male,Instagram,4.365094135
658,Brand126,Gadgets,All,All,Goa,Gaurav,Liam Harris@abc,202147,572,36337,Pet Supplies,Negative,Madhya Pradesh,15-24,Male,Youtube,4.365094135
659,Brand104,Eco-friendly Goods,18-30,Male,Madhya Pradesh,Sophia Rodriguez,Sarukh khan@abc,114466,390,36337,Smartphones,Neutral,Delhi,22-40,Male,Tiktok,4.35617027
660,Brand110,Cosmetics,22-40,Female,Delhi,Gaurav,Ava Wilson@abc,546160,605,25661,Gaming Products,Neutral,Goa,18-30,Male,Twitter,4.35617027
661,Brand107,Travel Services,All,Male,Kerala,Sanjay DuttAiden Smith,Zoe Williams@abc,856447,60,20008,Gadgets,Positive,Rajasthan,25-40,Male,Instagram,4.347856112
662,Brand145,Cosmetics,25-40,Male,Maharashtra,Vicky,Vicky@kaushal,113855,193,43038,Cosmetics,Neutral,Kerala,15-24,Male,Twitter,4.347856112
663,Brand150,Eco-friendly Goods,All,Male,Madhya Pradesh,Sanjay DuttAiden Smith,Emma Garcia@abc,856447,986,6903,Food Products,Neutral,Madhya Pradesh,25-40,All,Facebook,4.344213581
664,Brand115,Art Supplies,40-50,Female,Delhi,Vicky,Sophia Rodriguez@abc,341829,386,13377,Pet Supplies,Neutral,Madhya Pradesh,30-45,All,Tiktok,4.344213581
665,Brand119,Smartphones,18-25,Male,Delhi,Oliver Thompson,Gaurav@jn,971583,973,32383,Cosmetics,Negative,Uttar Pradesh,18-30,Female,Facebook,4.341380721
666,Brand128,Gaming Products,40-50,Female,Kerala,Salman Khan,Ethan Jones@abc,287030,390,6903,Nutrition Products,Negative,Kerala,15-24,All,Twitter,4.341380721
667,Brand128,Art Supplies,15-24,Female,Kerala,Sanjay DuttAiden Smith,Amitabh@abc,113855,190,5859,Gaming Products,Positive,Punjab,18-30,Female,Twitter,4.328120647
668,Brand123,Books,15-24,Male,Goa,Ashwin,Sujeet@r,230748,386,34550,Travel Services,Positive,Gujarat,25-40,All,Facebook,4.328120647
669,Brand142,Food Products,All,Female,Delhi,Gagan,Sarukh khan@abc,114466,205,46587,Gaming Products,Negative,Uttar Pradesh,18-28,Male,Facebook,4.320399808
670,Brand129,Gadgets,18-30,Male,Madhya Pradesh,Ankit,Salman Khan@abc,254997,986,49145,Home Appliances,Neutral,Madhya Pradesh,40-50,Male,Facebook,4.320399808
671,Brand104,Gadgets,18-28,Female,Rajasthan,Amitabh,Sophia Rodriguez@abc,980666,669,29251,Smartphones,Neutral,Uttar Pradesh,18-30,Female,Facebook,4.311009493
672,Brand120,Food Products,18-30,Female,Delhi,Lucas Brown,Sanjay Dutt@abcAiden Smith@abc,495171,58,46587,Art Supplies,Negative,Kerala,18-30,All,Facebook,4.311009493
673,Brand123,Smartphones,All,All,Maharashtra,Sophia Rodriguez,Lucas Brown@abc,741445,944,18570,Smartphones,Negative,Karnataka,15-24,All,Youtube,4.266679838
674,Brand137,Gaming Products,22-40,Male,Rajasthan,Gagan,Sanjay Dutt@abcAiden Smith@abc,114466,433,29251,Art Supplies,Neutral,Madhya Pradesh,All,Male,Tiktok,4.266679838
675,Brand118,Art Supplies,40-50,Male,Madhya Pradesh,Mia Johnson,Amitabh@abc,750376,944,13377,Gadgets,Neutral,Karnataka,18-30,Male,Tiktok,4.26267874
676,Brand104,Gadgets,15-24,Female,Madhya Pradesh,Elijah White,Oliver Thompson@abc,287030,58,12822,Cosmetics,Negative,Rajasthan,30-45,All,Instagram,4.26267874
677,Brand130,Food Products,40-50,Female,Tamil Nadu,Rahul,Amelia Taylor@abc,341829,60,5859,Art Supplies,Neutral,Tamil Nadu,18-28,All,Tiktok,4.243535876
678,Brand148,Smartphones,18-25,Female,Punjab,Jackson Lee,Ava Wilson@abc,750376,153,37363,Nutrition Products,Negative,Kerala,18-30,Female,Twitter,4.243535876
679,Brand116,Gadgets,25-40,All,Karnataka,Ethan Jones,Vicky@kaushal,750376,390,5494,Eco-friendly Goods,Negative,Madhya Pradesh,15-24,Male,Facebook,4.240152908
680,Brand117,Travel Services,All,Male,Karnataka,Elijah White,Vicky@kaushal,784742,205,27084,Fashion Accessories,Positive,Madhya Pradesh,18-30,All,Facebook,4.240152908
681,Brand140,Travel Services,18-28,Male,Maharashtra,Sarukh khan,Elijah White@abc,885659,545,31587,Pet Supplies,Neutral,Uttar Pradesh,15-24,Male,Tiktok,4.233471709
682,Brand114,Gadgets,18-30,All,Karnataka,Vicky,Rahul@cdf,324945,609,37363,Nutrition Products,Negative,Kerala,30-45,Male,Instagram,4.233471709
683,Brand121,Gaming Products,30-45,Female,Maharashtra,Ava Wilson,Vicky@kaushal,360266,832,29874,Art Supplies,Neutral,Goa,15-24,Male,Youtube,4.229779607
684,Brand137,Pet Supplies,18-28,Female,Karnataka,Isabella Anderson,Rohit@abc,287030,58,15636,Travel Services,Neutral,Delhi,18-28,All,Facebook,4.229779607
685,Brand147,Eco-friendly Goods,30-45,Female,Maharashtra,Noah Martinez,Isabella Anderson@abc,767339,229,25661,Eco-friendly Goods,Negative,Punjab,18-25,All,Youtube,4.223850926
686,Brand117,Cosmetics,All,All,Kerala,Rahul,Lucas Brown@abc,971583,690,6893,Gadgets,Neutral,Goa,15-24,Male,Instagram,4.223850926
687,Brand119,Gadgets,18-30,All,Karnataka,Gaurav,Mia Johnson@abc,366076,317,42198,Art Supplies,Neutral,Karnataka,25-40,Male,Youtube,4.214967987
688,Brand126,Nutrition Products,18-30,Male,Delhi,Salman Khan,Amelia Taylor@abc,981916,832,21697,Cosmetics,Negative,Karnataka,18-30,Female,Facebook,4.214967987
689,Brand116,Books,22-40,Female,Tamil Nadu,Salman Khan,Ethan Jones@abc,495171,153,29874,Smartphones,Neutral,Karnataka,18-28,Male,Facebook,4.213980648
690,Brand129,Nutrition Products,40-50,All,Rajasthan,Rahul,Amitabh@abc,440405,301,40011,Nutrition Products,Neutral,West Bengal,18-28,All,Facebook,4.213980648
691,Brand110,Clothing,22-40,Male,Karnataka,Sarukh khan,Vicky@kaushal,114466,205,43038,Travel Services,Positive,Karnataka,18-25,All,Facebook,4.213184892
692,Brand126,Travel Services,25-40,All,Rajasthan,Gagan,Sophia Rodriguez@abc,302086,944,6893,Travel Services,Neutral,Uttar Pradesh,18-25,Female,Facebook,4.213184892
693,Brand106,Nutrition Products,15-24,Male,Delhi,Faisal,Ankit@jk,702603,114,49145,Smartphones,Positive,Punjab,15-24,Female,Facebook,4.205145209
694,Brand108,Cosmetics,25-40,Female,Tamil Nadu,Rahul,Ethan Jones@abc,980666,193,34817,Gadgets,Negative,Karnataka,40-50,Male,Youtube,4.205145209
695,Brand143,Nutrition Products,15-24,Female,Karnataka,Liam Harris,Sarukh khan@abc,338878,412,24228,Home Appliances,Negative,Kerala,All,Male,Youtube,4.202065248
696,Brand114,Fashion Accessories,25-40,Female,Madhya Pradesh,Vicky,Amelia Taylor@abc,338287,544,32383,Home Appliances,Neutral,Gujarat,15-24,Female,Instagram,4.202065248
697,Brand103,Travel Services,18-30,Female,Punjab,Salman Khan,Faisal@dscdf,856447,245,5494,Smartphones,Neutral,Gujarat,30-45,All,Tiktok,4.194593266
698,Brand110,Gaming Products,18-30,Male,Karnataka,Rahul,Jackson Lee@abc,366076,229,12822,Travel Services,Negative,Gujarat,18-28,Male,Twitter,4.194593266
699,Brand142,Travel Services,40-50,Female,Maharashtra,Isabella Anderson,Zoe Williams@abc,851696,433,31587,Gadgets,Neutral,Kerala,15-24,Female,Youtube,4.186694478
700,Brand116,Eco-friendly Goods,30-45,Female,Karnataka,Noah Martinez,Saurav@jn,113855,58,32383,Art Supplies,Neutral,Uttar Pradesh,18-25,Male,Tiktok,4.186694478
701,Brand148,Smartphones,40-50,Female,Gujarat,Amelia Taylor,Emma Garcia@abc,702603,605,5494,Smartphones,Positive,Gujarat,18-30,Male,Tiktok,4.175942145
702,Brand143,Smartphones,30-45,All,Kerala,Rahul,Jackson Lee@abc,981575,922,46587,Food Products,Neutral,Tamil Nadu,18-30,Male,Tiktok,4.175942145
703,Brand140,Gaming Products,18-30,Male,Uttar Pradesh,Vicky,Sarukh khan@abc,230748,135,8042,Gadgets,Neutral,West Bengal,15-24,Female,Instagram,4.159165889
704,Brand101,Travel Services,15-24,Male,Goa,Liam Harris,Jackson Lee@abc,264487,609,6903,Pet Supplies,Negative,Maharashtra,All,Female,Youtube,4.159165889
705,Brand112,Home Appliances,18-25,Male,Punjab,Amitabh,Lucas Brown@abc,801403,241,25661,Smartphones,Neutral,Goa,18-28,Female,Youtube,4.15254998
706,Brand138,Home Appliances,22-40,All,Punjab,Ava Wilson,Saurav@jn,204024,978,40347,Cosmetics,Negative,Kerala,40-50,Male,Youtube,4.15254998
707,Brand150,Smartphones,All,Female,Madhya Pradesh,Gagan,Amitabh@abc,997417,390,5859,Home Appliances,Neutral,Punjab,All,Female,Twitter,4.148895638
708,Brand121,Fashion Accessories,40-50,Male,Madhya Pradesh,Noah Martinez,Jackson Lee@abc,440405,832,32383,Travel Services,Negative,Madhya Pradesh,18-30,All,Youtube,4.148895638
709,Brand105,Cosmetics,All,Female,Maharashtra,Ethan Jones,Lucas Brown@abc,254997,690,25661,Travel Services,Negative,Kerala,22-40,Male,Youtube,4.122294086
710,Brand107,Cosmetics,40-50,Female,Tamil Nadu,Sanjay DuttAiden Smith,Akshay@kumar,254997,545,36337,Nutrition Products,Negative,Kerala,All,All,Twitter,4.122294086
711,Brand148,Smartphones,18-30,All,Rajasthan,Amelia Taylor,Sophia Rodriguez@abc,113855,922,24228,Art Supplies,Negative,Punjab,18-30,All,Tiktok,4.118068599
712,Brand136,Travel Services,18-30,Male,Tamil Nadu,Gagan,Saurav@jn,682670,127,8042,Art Supplies,Negative,Bihar,18-30,Female,Tiktok,4.118068599
713,Brand137,Art Supplies,40-50,Male,Madhya Pradesh,Noah Martinez,Sujeet@r,733223,973,8042,Home Appliances,Negative,Goa,18-25,Male,Facebook,4.113127864
714,Brand112,Smartphones,25-40,All,Delhi,Sophia Rodriguez,Ashwin@ravichandra,341829,976,26257,Nutrition Products,Negative,Tamil Nadu,18-30,Male,Youtube,4.113127864
715,Brand146,Pet Supplies,15-24,Female,Goa,Isabella Anderson,Mia Johnson@abc,612971,832,42198,Food Products,Neutral,Madhya Pradesh,30-45,Female,Facebook,4.110861588
716,Brand113,Travel Services,30-45,All,Kerala,Saurav,Emma Garcia@abc,784742,390,6903,Art Supplies,Positive,Maharashtra,30-45,All,Youtube,4.110861588
